Name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
LI_0,505.860286144115,506.163809968774,506.010770307391,506.001536043323,505.987102323715,505.97456585626503,505.964894220611,505.957548458698,505.95185518188,505.947300247954,524.331706291214,524.34133221006,524.3498180541601,524.357477434031,524.364508347235,524.371032271632,524.377123602855,524.382829999725,524.388185077343,524.39321552355,524.397944653223,524.402393944898,524.406583566339,524.4105324662039,524.414258325434,524.4177774978521,524.421104984621,524.42425444898,524.427238263976,524.430067583606,524.432752429602,524.4353017883291,524.437723713791,524.44002543324,524.4422134518929,524.444293653274,524.446271391969,524.44815157629,524.449938739349,524.451637098118,524.4532506010501,524.454782965548,524.4562377069419,524.457618160778,524.458927500041,524.4601687487079,524.461344792714,524.4624583890941,524.463512173828,524.464508668764,524.465450287802,524.466339342503,524.467178047203,524.467968523715,524.468712805663,524.469412842489,524.470070503197,524.470687579854,524.471265790866,524.471806784099,524.472312139814
LI_1,709.161417445211,709.4680584502601,709.313446331845,709.3041172360711,709.289535299726,709.276870108896,709.267099172612,709.2596779942901,709.253926268936,709.249324574466,727.851909875491,727.86165507372,727.870246070986,727.878000363623,727.885118402516,727.891723170723,727.897889985701,727.903667096816,727.909088535733,727.914181321066,727.918969056707,727.923473487515,727.927715031391,727.9317128720779,727.935484909956,727.939047701889,727.942416435371,727.945604943425,727.9486257529211,727.9514901565881,727.954208300857,727.956789283952,727.9592412601601,727.9615715467401,727.963786729927,727.965892766515,727.9678950777591,727.969798633057,727.971608021905,727.973327513693,727.974961105915,727.9765125621029,727.977985441175,727.979383119992,727.980708810803,727.981965574974,727.983156334088,727.984283879204,727.9853508788051,727.98635988581,727.987313343835,727.988213592877,727.98906287449,727.989863336556,727.9906170376601,727.991325951166,727.991991968996,727.992616905179,727.993202499174,727.993750419023,727.994262264328
LI_2,1048.283120498494,1056.362542941633,1052.3000992154748,1052.054247508639,1051.669798600755,1051.335717611183,1051.077874900382,1050.881977522533,1050.7301120601442,1050.608588280031,1031.953441381007,1031.85437425797,1031.767043880854,1031.688221448534,1031.6158683074282,1031.548733326429,1031.486049736008,1031.4273255776561,1031.372212919513,1031.320434467533,1031.271746843832,1031.225924648074,1031.1827549565019,1031.1420363320422,1031.1035793332012,1031.067207193732,1031.032756211734,1031.0000757748699,1030.96902808455,1030.939487662653,1030.9113407050309,1030.884484323285,1030.858825703399,1030.8342812076871,1030.810775449875,1030.788240376778,1030.76661438995,1030.74584153576,1030.725870783649,1030.706655401846,1030.688152430033,1030.670322240851,1030.6531281775901,1030.636536253777,1030.6205149010061,1030.605034753407,1030.590068459695,1030.575590516311,1030.561577117243,1030.54800601767,1030.534856409595,1030.5221088082421,1030.509744948299,1030.497747689225,1030.486100928898,1030.4747895249252,1030.463799222905,1030.453116591026,1030.4427289603818,1030.43262437045,1030.4227915192168
LI_3,1026.919832140481,1035.9431919061199,1031.405777766567,1031.131204056515,1030.7018464562,1030.328745509596,1030.0407905586699,1029.822017137652,1029.652418611976,1029.516705419345,1046.346318852771,1046.262151247653,1046.1879554914071,1046.120988256765,1046.059517376805,1046.002479737936,1045.949223682883,1045.899330945565,1045.8525055045,1045.808511198567,1045.767140496325,1045.72820092669,1045.6915103848319,1045.656896281051,1045.624195975594,1045.593257372072,1045.563939277137,1045.5361114624511,1045.5096544796002,1045.484459295546,1045.46042679963,1045.4374672138551,1045.4154994279152,1045.394450279215,1045.374253801858,1045.3548504724931,1045.3361864814128,1045.3182130537662,1045.3008858385679,1045.2841643746,1045.268011633921,1045.252393637311,1045.2372791319071,1045.222639319817,1045.208447626876,1045.194679502241,1045.181312241651,1045.1683248291151,1045.1556977935652,1045.143413078186,1045.1314539209711,1045.119804745499,1045.1084510611681,1045.0973793722192,1045.086577094877,1045.076032481993,1045.065734554546,1045.055673039391,1045.045838312674,1045.036221348384,1045.026813671545
LI_4,86.28733805053429,92.9815618611907,89.6155369604011,89.411836317727,89.0933020020392,88.8165010624169,88.6028676514363,88.4405589493488,88.31473267693559,88.21404579167131,86.9007681879529,86.82873361371631,86.7652332263504,86.70791923111099,86.65530921904809,86.6064933942263,86.56091412417541,86.5182135560845,86.4781385048244,86.44048707427311,86.4050819408306,86.3717587507897,86.34036211078819,86.31074486325511,86.28276845773661,86.2563034527374,86.23122981253951,86.207436944888,86.18482352389921,86.16329715733721,86.14277394334201,86.12317794498139,86.1044406022411,86.0865000994538,86.06930070934871,86.0527921376781,86.0369288928185,86.0216697012898,86.0069769839863,85.9928164004921,85.97915646163321,85.96596820490049,85.9532249240952,85.940901943223,85.9289764250418,85.91742720613601,85.90623465210999,85.8953805284481,85.8848478837557,85.8746209436362,85.8646850136458,85.8550263906985,85.8456322820626,85.83649073151341,85.8275905520448,85.8189212645942,85.8104730422932,85.80223665973111,85.7942034467665,85.7863652464506,85.7787143766345
LI_5,613.182309180678,628.070486687272,620.5846283992821,620.131589927237,619.423152368123,618.8075277939599,618.332389474493,617.9713999524749,617.691549778807,617.4676115227201,641.2138725036909,641.0727529392691,640.948352227089,640.836071022634,640.733005355761,640.637373112346,640.548082206055,640.464432101224,640.385927540692,640.312174034441,640.2428255794221,640.177561980732,640.116081034198,640.058097125301,640.003341951536,639.951565475548,639.902536452303,639.856042427382,639.811889298443,639.7699005620609,639.729916340784,639.691792252647,639.6553981666029,639.620616883499,639.5873427863839,639.555480508306,639.52494366508,639.4956536929519,639.467538818438,639.4405331724579,639.414576046966,639.389611281396,639.365586759983,639.342453998724,639.32016780187,639.298685970829,639.2779690521991,639.257980115333,639.2386845529529,639.220049900581,639.202045672113,639.1846432097079,639.167815546701,639.151537282438,639.135784468025,639.120534502074,639.1057660354941,639.091458884488,639.077593950965,639.064153149592,639.051119340868
LI_6,392.83001416246395,386.860322648456,389.86180696410804,390.043461604188,390.32752513693197,390.57437489173697,390.764894271414,390.909643247922,391.021857462644,391.111652367605,384.12140939609503,384.179373128678,384.230469916809,384.276588920117,384.318922996511,384.358204286679,384.39488161240104,384.429243111629,384.461492793208,384.491793512374,384.520288491685,384.54711067738003,384.572385980386,384.596233866307,384.61876705443206,384.64009110178597,384.660304142565,384.679496827774,384.69775243132,384.715147077476,384.731750056137,384.747624205455,384.762826348334,384.777407769768,384.791414719058,384.80488891801303,384.817868055433,384.830386250569,384.842474472944,384.854160911741,384.865471293776,384.87642915347703,384.8870560611,384.897371816519,384.907394615762,384.917141196395,384.92662696655304,384.935866121019,384.944871746699,384.953655918942,384.962229789691,384.970603668138,384.978787094401,384.98678890667804,384.994617302371,385.002279893617,385.009783757701,385.01713548277496,385.024341209351,385.031406667924,385.0383372131
LI_7,76.38998100257689,70.433644640296,73.42845183375039,73.6096999185448,73.8931271385411,74.1394233865569,74.3295152156181,74.47393915108,74.58590126122701,74.6754943529343,67.709099020485,67.7669363598232,67.8179217046414,67.863940102123,67.90618181325999,67.94537738507239,67.9819746627941,68.0162611578289,68.0484404356529,68.0786749976491,68.1071077551009,68.1338713651828,68.1590914649311,68.18288725994381,68.2053712240857,68.2266486844585,68.2468175614391,68.26596830844781,68.2841840178447,68.30154064789531,68.3181073373627,68.33394678731611,68.3491156966753,68.3636652385189,68.3776415612228,68.3910862955223,68.4040370479569,68.41652786331369,68.4285896435032,68.440250516187,68.451536152024,68.4624700340813,68.4730736855375,68.4833668630558,68.49336772296229,68.5030929663061,68.5125579676025,68.5217768906808,68.5307627939019,68.5395277262835,68.5480828154535,68.5564383481339,68.5646038436467,68.57258812092849,68.5803993595309,68.5880451550008,68.59553256921251,68.6028681759719,68.6100581024235,68.6171080665844,68.62402341141339
LI_8,88.75215648179369,82.0886019439514,85.4390200634613,85.6417882715732,85.958867259116,86.2344062722036,86.44706747057239,86.6086385412357,86.7338935805434,86.8341237367881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LI_9,299.835366563082,291.657024577235,295.768942767987,296.017805840656,296.406967657328,296.745147962945,297.00615696282,297.204461369297,297.358193675806,297.481211846203,360.609059071027,360.749805017092,360.87387656319004,360.985860821691,361.088654041323,361.18403359574404,361.273088663011,361.356517910119,361.434815271131,361.508374181528,361.577539719833,361.642631226268,361.703950099286,361.76178119276096,361.81639209536297,361.868032179758,361.916932076679,361.96330367651603,362.00734056656404,362.04921878211303,362.089097776728,362.127121549706,362.163419887282,362.198109678146,362.23129625953004,362.263074745856,362.29353129262904,362.322744255654,362.350785218491,362.377719875956,362.403608775531,362.42850792927504,362.452469315187,362.475541289131,362.497768927445,362.519194317244,362.539856807749,362.559793232098,362.579038106226,362.59762380893596,362.615580745897,362.632937499364,362.64972096487804,362.66595647612803,362.681667918867,362.696877834922,362.711607517128,362.725877096101,362.739705619631,362.75311112541704,362.766110707829
