LI_0,LI_1,LI_2,LI_3,LI_4,LI_5,LI_6,LI_7,LI_8,LI_9,LI_10,LI_11,LI_12,LI_13,LI_14,LI_15,LI_16,LI_17,LI_18,LI_19,LI_20,LI_21,LI_22,LI_23,LI_24,LI_25,LI_26,LI_27,LI_28,LI_29,LI_30,LI_31,LI_32,LI_33
549.182724934895,753.0041357816499,1006.530577412942,1051.8631605123878,67.8966788900508,586.949478327659,443.791436720575,127.2167651378509,458.996984471411,43.9851184395662,0.0,626.951752990303,147.1624051536707,75.4363305114445,392.48564499116105,1060.441077846393,1044.474388502614,978.215739832471,80.5475136449063,23.8640794300882,617.336127146065,166.7635069813782,723.2600734986061,452.388159967476,62.6354431659591,556.181063148575,59.653032401122005,622.991348268425,1002.72354930693,121.5103862721414,432.296400732126,186.6812501995017,286.11385447677003,600.172876921834
549.187873132448,753.009348926174,1006.507384762884,1051.8467685982928,67.8795565717545,586.914219926557,443.811586368697,127.2368590847492,459.06107471405,44.0139441902373,0.0,627.021334673064,147.1677255487042,75.4191096841012,392.502881110264,1060.528287363261,1044.5537421965,978.192930219135,80.4562579676985,23.8928887637302,617.307253102214,166.7763932319029,723.2397215317119,452.37541064261,62.6443002159984,556.17215569929,59.645838103674,622.984121337986,1002.710728868737,121.5115048518381,432.303807003667,186.6739029312159,286.106504121694,600.165473848208
549.192807000805,753.014345041258,1006.485067696558,1051.830949547195,67.8630592190857,586.8803485084859,443.831024211165,127.25624319211788,459.122693790787,44.0416858496762,0.0,627.0882425833861,147.172849900454,75.4025437970561,392.519461708371,1060.612152595648,1044.630051987298,978.170981727262,80.3684824068304,23.9206146142392,617.279464983569,166.7888358075787,723.220115063394,452.363128331305,62.6528328306096,556.1635745321221,59.6389095093092,622.977161315335,1002.698378049602,121.51258245661732,432.31094419178703,186.6668247911366,286.099423014268,600.1583419482549
549.1975377083011,753.0191354360541,1006.4635763312432,1051.815668326923,67.8471501104023,586.8477879555139,443.84979334374896,127.27496043692967,459.181979811997,44.0684054009696,0.0,627.152626615486,147.1777896266141,75.3865957884981,392.535423880031,1060.6928613723749,1044.703488784622,978.149845299143,80.2839905194527,23.94731893057,617.252700700764,166.8008622109926,723.201210430221,452.351285680831,62.661060011908106,556.155300536718,59.6322311720183,622.9704526843179,1002.6864693440672,121.5136214862934,432.31782817406497,186.6600000162898,286.092595384983,600.151465339127
549.2020756265549,753.023730612946,1006.442864660075,1051.800892790628,67.8317954534002,586.8164678662861,443.86793334028096,127.2930502839099,459.239060339313,44.0941599960752,0.0,627.214625182787,147.18255524076102,75.3712314591926,392.550801854688,1060.77058711206,1044.774210389254,978.129475688745,80.2026010019496,23.9730588331588,617.226903003938,166.8124976560084,723.18296744264,452.339857514649,62.6689992501856,556.147316123165,59.6257888669836,622.9639811555151,1002.674977435019,121.51462414976,432.324473557065,186.6534140978273,286.086006718948,600.144829401641
549.206430420656,753.0281403588681,1006.422890131016,1051.786593371716,67.8169640709227,586.786322924888,443.88548062631503,127.3105490581862,459.294053540914,44.1190024798507,0.0,627.274366473612,147.1871564496783,75.35641916066709,392.565627308784,1060.845490397894,1044.8423629259,978.1098310476608,80.124146039015,23.9978871376794,617.202018957796,166.8237653085959,723.165349011769,452.328820598623,62.6766666863158,556.1396050586441,59.619569458991705,622.957733534072,1002.663878958605,121.5155924854882,432.330893812476,186.647053646295,286.0796436211,600.138420644528
549.210611122309,753.032373819382,1006.403613297624,1051.772742827035,67.8026271383969,586.757292381894,443.902468793133,127.3274902583889,459.347069145564,44.1429818250784,0.0,627.331969488832,147.1916022344991,75.3421295369383,392.579929624248,1060.917720279651,1044.9080820276372,978.090872581659,80.0484699371592,24.0218527898397,617.177999505828,166.8346864901127,723.1483208379559,452.318153445914,62.684077247332,556.132152331118,59.61356079280221,622.951697609566,1002.653152308032,121.5165283786619,432.337101390925,186.6409062791976,286.073493703726,600.1322265911319
549.214626189887,753.036439559472,1006.384997525796,1051.759316017998,67.788757961958,586.729319622495,443.918928864791,127.3439048230097,459.39820924015896,44.1661434980684,0.0,627.3875449100469,147.1959009191585,75.32833530798109,392.593736105228,1060.987415363375,1044.971493827211,978.072564262284,79.9754279796431,24.0450012307753,617.154799104066,166.8452808509793,723.131851147653,452.307836152148,62.691244760880096,556.124944034171,59.607751600686,622.945862063118,1002.6427774678108,121.5174335756209,432.343107818266,186.6349605260051,286.067545491435,600.1262356837119
549.218483558653,753.0403456144211,1006.367008743011,1051.746289720916,67.7753317875167,586.702351800275,443.934889529172,127.3598213607867,459.447568948848,44.188529771496704,0.0,627.441195839282,147.2000602292129,75.3150110848432,392.60707216313,1061.0547047403052,1045.03271580197,978.054872580255,79.9048854493023,24.0673747097238,617.132375407704,166.8555665215453,723.115910467174,452.297850253686,62.6981820537557,556.1179672679859,59.6021314230173,622.9402163876309,1002.63273587124,121.5183096963046,432.348923778497,186.6292057464752,286.061788339446,600.1204372011221
549.222190683781,753.044099533354,1006.349615219613,1051.733642459691,67.7623256333882,586.676339520052,443.950377341488,127.3752663536652,459.495237023324,44.210179997445,0.0,627.493018442286,147.20408734331,75.30213320858971,392.619961477834,1061.119708795016,1045.0918575089431,978.03776633037,79.83671677764889,24.089012556923,617.110688997573,166.86556024540158,723.1004714244291,452.288178603426,62.7049010381102,556.111210052564,59.5966905387924,622.9347508179881,1002.623010275507,121.5191582451533,432.354559186514,186.6236320590778,286.056212361984,600.1148211867039
549.225754577987,753.04770841736,1006.332787374584,1051.721354355972,67.7497181410008,586.6512365577539,443.965416906356,127.3902643383622,459.54129636557,44.231130849986,0.0,627.543102518572,147.20798893905572,75.2896796073629,392.632426140711,1061.182539921605,1045.1490212362469,978.021216420502,79.7708047901873,24.1099514260646,617.0897031371401,166.875277498956,723.085508572224,452.27880526009903,62.7114127884002,556.1046612503931,59.5914199037538,622.929456268891,1002.6135846503788,121.5199806208062,432.360023253004,186.6182302772009,286.05080836847003,600.109378384001
549.22918184506,753.0511789534389,1006.316497600697,1051.709406993449,67.7374894402039,586.6269996092581,443.980031042552,127.4048380706771,459.585824497534,44.2514165436292,0.0,627.591532013656,147.21177123436598,75.27762966788501,392.644486783306,1061.243303167538,1045.204302588642,978.005195699647,79.7070400277106,24.1302255126238,617.0693835536699,166.8847325998438,723.070998228807,452.269715388397,62.7177276107675,556.098310496647,59.5863110945816,622.924324278812,1002.604444077742,121.5207781248782,432.365324543046,186.6129918515812,286.04556780592,600.104100178758
549.23247871011,753.054517445133,1006.30072010576,1051.697783294178,67.7256210266799,586.6035880628899,443.99424093312905,127.41900867518088,459.628893987068,44.271069031727095,0.0,627.638385483758,147.2154400250833,75.2659641187229,392.656162694101,1061.3020968176988,1045.25779101876,977.989678801795,79.6453201303357,24.1498667521495,617.04969823949,166.8939388057693,723.056918332815,452.26089516809,62.7238551061715,556.0921481357141,59.5813562581789,622.919346959026,1002.5955746602468,121.5215519699228,432.370471029437,186.6079088179467,286.040482706575,600.0989785461541
549.235651047039,753.057729840345,1006.285430767799,1051.686467405493,67.7140956500588,586.5809637922271,444.008066262596,127.4327957820437,459.67057283618,44.2901181874477,0.0,627.683736519389,147.2190007192982,75.2546649239232,392.667471925032,1061.35901292686,1045.309570311349,977.9746420035168,79.5855492758823,24.1689050011564,617.030617270678,166.90290840493708,723.043248310884,452.252331711097,62.729804227986506,556.086165163234,59.5765480653465,622.9145169471001,1002.586963437896,121.5223032867154,432.375470141382,186.6029737492088,286.035545640072,600.0940060026439
549.2387044035991,753.060821756712,1006.270607002776,1051.67544459663,67.7028972116476,586.559090966945,444.021525342344,127.4462176520912,459.710924835554,44.3085919691292,0.0,627.727654132194,147.2224583687253,75.24371518580469,392.678431388745,1061.414137805959,1045.359719025564,977.960063093877,79.5276376668902,24.1873682023698,617.01211264145,166.91165279872712,723.029968956626,452.244012985669,62.7355833346998,556.0803531731481,59.5718796684892,622.9098273643799,1002.578598311805,121.5230331308986,432.380328809002,186.5981797117808,286.030749669749,600.089175561932
